"Helység.megnevezése";"IRSZ";"Településrész";"Helység.KSH kódja";"Helység.jogállása";"Megye megnevezése";"Járáskódja";"Járásneve";"Járásszékhelye";"Polgármesteri hivatal, közös önkormányzati hivatal.kódja";"Polgármesteri hivatal, közös önkormányzati hivatal.székhelye";"Terület  (hektár)";"Lakó-népesség";"Lakások száma";"Becsült terület-adatokkal";"Nemzetiségi önkormányzat.bolgár";"Nemzetiségi önkormányzat.görög";"Nemzetiségi önkormányzat.horvát";"Nemzetiségi önkormányzat.lengyel";"Nemzetiségi önkormányzat.német";"Nemzetiségi önkormányzat.örmény";"Nemzetiségi önkormányzat.roma";"Nemzetiségi önkormányzat.román";"Nemzetiségi önkormányzat.ruszin";"Nemzetiségi önkormányzat.szerb";"Nemzetiségi önkormányzat.szlovák";"Nemzetiségi önkormányzat.szlovén";"Nemzetiségi önkormányzat.ukrán"
"Debrecen";4026;"";"15130";"megyeszékhely, megyei jogú város";"Hajdú-Bihar";"095 1";"Debreceni";"Debrecen";"1";"–";46166;201432;96654;NA;"1";"1";NA;NA;"1";"1";"1";"1";"1";NA;NA;NA;NA
"Debrecen";4079;"";"15130";"megyeszékhely, megyei jogú város";"Hajdú-Bihar";"095 1";"Debreceni";"Debrecen";"1";"–";46166;201432;96654;NA;"1";"1";NA;NA;"1";"1";"1";"1";"1";NA;NA;NA;NA
"Debrecen";4042;"";"15130";"megyeszékhely, megyei jogú város";"Hajdú-Bihar";"095 1";"Debreceni";"Debrecen";"1";"–";46166;201432;96654;NA;"1";"1";NA;NA;"1";"1";"1";"1";"1";NA;NA;NA;NA
"Debréte";3825;NA;"31954";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Szalonna";962;10;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Decs";7144;NA;"24989";"nagyközség";"Tolna";"173 0";"Szekszárdi";"Szekszárd";"1";"–";9467;3728;1504;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dédestapolcsány";3643;NA;"04686";"község";"Borsod-Abaúj-Zemplén";"058 0";"Kazincbarcikai";"Kazincbarcika";"5";"Szuhakálló";2943;1468;742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dég";8135;NA;"32753";"község";"Fejér";"079 0";"Enyingi";"Enying";"2";"Helyben – Locally";4689;2126;866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dejtár";2649;NA;"12511";"község";"Nógrád";"116 0";"Balassagyarmati";"Balassagyarmat";"5";"Drégelypalánk";2142;1376;571;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Délegyháza";2337;NA;"09973";"község";"Pest";"136 0";"Szigetszentmiklósi";"Szigetszentmiklós";"1";"–";2542;4667;1687;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Demecser";4516;NA;"17756";"város";"Szabolcs-Szatmár-Bereg";"152 0";"Kemecsei";"Kemecse";"1";"–";3698;4041;1485;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Demjén";3395;NA;"08660";"község";"Heves";"104 0";"Egri";"Eger";"5";"Kerecsend";2508;641;335;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dencsháza";7915;NA;"07773";"község";"Baranya";"033 0";"Szigetvári";"Szigetvár";"2";"Helyben – Locally";1398;553;211;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dénesfa";9365;NA;"32595";"község";"Gyõr-Moson-Sopron";"088 0";"Kapuvári";"Kapuvár";"6";"Beled";1754;316;179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Derecske";4130;NA;"05573";"város";"Hajdú-Bihar";"096 1";"Derecskei";"Derecske";"1";"–";10359;8385;3407;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Derekegyház";6621;NA;"07834";"község";"Csongrád";"076 0";"Szentesi";"Szentes";"6";"Szegvár";5378;1527;674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Deszk";6772;NA;"24077";"község";"Csongrád";"075 0";"Szegedi";"Szeged";"1";"–";5205;3668;1409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA
"Detek";3834;NA;"10524";"község";"Borsod-Abaúj-Zemplén";"056 0";"Encsi";"Encs";"6";"Szalaszend";968;238;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Detk";3275;NA;"09201";"község";"Heves";"106 0";"Gyöngyösi";"Gyöngyös";"6";"Visonta";2808;1116;537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dévaványa";5510;NA;"24819";"város";"Békés";"047 0";"Gyomaendrõdi";"Gyomaendrõd";"2";"Helyben – Locally";21655;7363;3336;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Devecser";8460;NA;"32276";"város";"Veszprém";"186 1";"Devecseri";"Devecser";"2";"Helyben – Locally";6411;4167;1753;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dinnyeberki";7683;NA;"11952";"község";"Baranya";"032 0";"Szentlõrinci";"Szentlõrinc";"6";"Bicsérd";856;68;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Diósberény";7072;NA;"11688";"község";"Tolna";"174 0";"Tamási";"Tamási";"6";"Regöly";1775;305;172;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Diósd";2049;NA;"24013";"város";"Pest";"127 0";"Érdi";"Érd";"1";"–";575;10776;3981;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Diósjenõ";2643;NA;"06743";"község";"Nógrád";"119 0";"Rétsági";"Rétság";"1";"–";5750;2869;1117;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dióskál";8764;NA;"28778";"község";"Zala";"193 0";"Keszthelyi";"Keszthely";"6";"Zalaapáti";1963;436;262;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Diósviszló";7817;NA;"32373";"község";"Baranya";"031 0";"Siklósi";"Siklós";"2";"Helyben – Locally";1581;662;257;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Doba";8482;NA;"10870";"község";"Veszprém";"186 0";"Devecseri";"Devecser";"6";"Somlóvásárhely";2122;411;258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Doboz";5624;NA;"33190";"nagyközség";"Békés";"046 0";"Békéscsabai";"Békéscsaba";"1";"–";5447;4006;1894;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dobri";8874;NA;"25885";"község";"Zala";"194 0";"Lenti";"Lenti";"6";"Lovászi";789;137;103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dobronhegy";8989;NA;"32708";"község";"Zala";"197 0";"Zalaegerszegi";"Zalaegerszeg";"6";"Gellénháza";215;139;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dóc";6766;NA;"30535";"község";"Csongrád";"075 0";"Szegedi";"Szeged";"6";"Sándorfalva";4943;652;301;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Domaháza";3627;NA;"25690";"község";"Borsod-Abaúj-Zemplén";"062 0";"Ózdi";"Ózd";"6";"Hangony";2882;747;327;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Domaszék";6781;NA;"13383";"község";"Csongrád";"075 0";"Szegedi";"Szeged";"1";"–";5215;5043;2049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dombegyház";5836;NA;"24031";"nagyközség";"Békés";"049 0";"Mezõkovácsházai";"Mezõkovácsháza";"1";"–";5794;1954;1028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dombiratos";5745;NA;"22132";"község";"Békés";"049 0";"Mezõkovácsházai";"Mezõkovácsháza";"6";"Nagykamarás";1830;500;416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dombóvár";7200;NA;"07685";"város";"Tolna";"171 1";"Dombóvári";"Dombóvár";"2";"Helyben – Locally";7848;18019;8420;NA;NA;NA;"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dombrád";4492;NA;"14508";"város";"Szabolcs-Szatmár-Bereg";"153 0";"Kisvárdai";"Kisvárda";"2";"Helyben – Locally";5184;3823;1425;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Domony";2182;NA;"04808";"község";"Pest";"122 0";"Aszódi";"Aszód";"1";"–";2180;2131;745;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Domoszló";3263;NA;"07515";"község";"Heves";"106 0";"Gyöngyösi";"Gyöngyös";"2";"Helyben – Locally";4022;1902;957;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dormánd";3374;NA;"30261";"község";"Heves";"105 0";"Füzesabonyi";"Füzesabony";"5";"Mezõtárkány";2006;1026;389;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dorog";2510;NA;"10490";"város";"Komárom-Esztergom";"110 0";"Esztergomi";"Esztergom";"1";"–";1154;11530;5169;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;"1";NA;NA
"Dorogháza";3153;NA;"24439";"község";"Nógrád";"117 0";"Bátonyterenyei";"Bátonyterenye";"5";"Mátramindszent";1768;1060;575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dozmat";9791;NA;"16151";"község";"Vas";"181 0";"Szombathelyi";"Szombathely";"6";"Torony";854;260;107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Döbörhegy";9914;NA;"20695";"község";"Vas";"177 0";"Körmendi";"Körmend";"6";"Molnaszecsõd";1175;112;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Döbröce";8357;NA;"07782";"község";"Zala";"198 0";"Zalaszentgróti";"Zalaszentgrót";"6";"Óhíd";270;84;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Döbrököz";7228;NA;"02565";"község";"Tolna";"171 0";"Dombóvári";"Dombóvár";"2";"Helyben – Locally";4313;1922;964;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Döbrönte";8597;NA;"29470";"község";"Veszprém";"187 0";"Pápai";"Pápa";"6";"Pápakovácsi";1079;243;115;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Döge";4495;NA;"03647";"község";"Szabolcs-Szatmár-Bereg";"153 0";"Kisvárdai";"Kisvárda";"1";"–";1654;2175;745;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dömös";2027;NA;"06594";"község";"Komárom-Esztergom";"110 0";"Esztergomi";"Esztergom";"6";"Esztergom";2399;1142;521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dömsöd";2344;NA;"29647";"nagyközség";"Pest";"134 0";"Ráckevei";"Ráckeve";"1";"–";7242;5764;2382;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dör";9147;NA;"21917";"község";"Gyõr-Moson-Sopron";"086 0";"Csornai";"Csorna";"5";"Szilsárkány";1101;744;224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dörgicse";8244;NA;"06363";"község";"Veszprém";"185 0";"Balatonfüredi";"Balatonfüred";"6";"Balatonfüred";1912;235;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Döröske";9913;NA;"03036";"község";"Vas";"177 0";"Körmendi";"Körmend";"6";"Molnaszecsõd";440;85;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dötk";8799;NA;"16009";"község";"Zala";"198 0";"Zalaszentgróti";"Zalaszentgrót";"6";"Kehidakustány";172;48;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dövény";3721;NA;"06123";"község";"Borsod-Abaúj-Zemplén";"063 0";"Putnoki";"Putnok";"6";"Felsõnyárád";1165;271;120;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drágszél";6342;NA;"07524";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"6";"Miske";1259;285;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávacsehi";7849;NA;"28617";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Kovácshida";740;164;83;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drávacsepely";7846;NA;"28121";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Kovácshida";660;189;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávafok";7967;NA;"17419";"község";"Baranya";"030 0";"Sellyei";"Sellye";"6";"Sellye";2390;491;212;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drávagárdony";7977;NA;"13611";"község";"Somogy";"140 0";"Barcsi";"Barcs";"5";"Darány";627;166;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávaiványi";7960;NA;"32391";"község";"Baranya";"030 0";"Sellyei";"Sellye";"6";"Sellye";1101;171;88;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drávakeresztúr";7967;NA;"09159";"község";"Baranya";"030 0";"Sellyei";"Sellye";"6";"Felsõszentmárton";1297;121;97;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávapalkonya";7850;NA;"22734";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Kovácshida";1013;256;105;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drávapiski";7843;NA;"12380";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Kovácshida";491;57;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávaszabolcs";7851;NA;"28608";"község";"Baranya";"031 0";"Siklósi";"Siklós";"5";"Kovácshida";1122;697;289;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Drávaszerdahely";7847;NA;"30030";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Harkány";624;168;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávasztára";7960;NA;"21698";"község";"Baranya";"030 0";"Sellyei";"Sellye";"6";"Felsõszentmárton";1818;389;226;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drávatamási";7979;NA;"15884";"község";"Somogy";"140 0";"Barcsi";"Barcs";"5";"Darány";845;372;103;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Drégelypalánk";2646;NA;"08156";"község";"Nógrád";"116 0";"Balassagyarmati";"Balassagyarmat";"2";"Helyben – Locally";2218;1452;646;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dubicsány";3635;NA;"27669";"község";"Borsod-Abaúj-Zemplén";"063 0";"Putnoki";"Putnok";"5";"Putnok";1300;207;119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dudar";8416;NA;"02936";"község";"Veszprém";"192 0";"Zirci";"Zirc";"2";"Helyben – Locally";2458;1655;656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Duka";9556;NA;"02927";"község";"Vas";"176 0";"Celldömölki";"Celldömölk";"6";"Jánosháza";1524;211;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunaalmás";2545;NA;"33835";"község";"Komárom-Esztergom";"114 0";"Tatai";"Tata";"5";"Tata";1483;1648;667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunabogdány";2023;NA;"25362";"község";"Pest";"135 0";"Szentendrei";"Szentendre";"1";"–";2550;3134;1243;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Dunaegyháza";6323;NA;"21069";"község";"Bács-Kiskun";"043 0";"Kunszentmiklósi";"Kunszentmiklós";"5";"Apostag";1012;1410;723;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA
"Dunafalva";6513;NA;"12566";"község";"Bács-Kiskun";"035 0";"Bajai";"Baja";"6";"Szeremle";5790;903;569;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dunaföldvár";7020;NA;"31501";"város";"Tolna";"172 0";"Paksi";"Paks";"1";"–";11142;8443;4075;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dunaharaszti";2330;NA;"09584";"város";"Pest";"136 0";"Szigetszentmiklósi";"Szigetszentmiklós";"1";"–";2917;22558;8427;NA;"1";NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dunakeszi";2120;NA;"18616";"város";"Pest";"126 1";"Dunakeszi";"Dunakeszi";"1";"–";3106;43604;17579;NA;"1";NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dunakiliti";9225;NA;"27739";"község";"Gyõr-Moson-Sopron";"089 0";"Mosonmagyaróvári";"Mosonmagyaróvár";"2";"Helyben – Locally";3363;1898;766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunapataj";6328;NA;"07861";"nagyközség";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"1";"–";9047;3024;1590;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dunaremete";9235;NA;"02079";"község";"Gyõr-Moson-Sopron";"089 0";"Mosonmagyaróvári";"Mosonmagyaróvár";"6";"Darnózseli";436;252;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunaszeg";9174;NA;"21078";"község";"Gyõr-Moson-Sopron";"087 0";"Gyõri";"Gyõr";"2";"Helyben – Locally";1726;2174;754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunaszekcsõ";7712;NA;"09186";"község";"Baranya";"027 0";"Mohácsi";"Mohács";"2";"Helyben – Locally";3675;1796;922;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dunaszentbenedek";6333;NA;"11606";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"5";"Géderlak";2324;767;422;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dunaszentgyörgy";7135;NA;"09539";"község";"Tolna";"172 0";"Paksi";"Paks";"2";"Helyben – Locally";3763;2515;1035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunaszentmiklós";2897;NA;"24101";"község";"Komárom-Esztergom";"114 0";"Tatai";"Tata";"6";"Tata";776;445;190;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Dunaszentpál";9175;NA;"15875";"község";"Gyõr-Moson-Sopron";"087 0";"Gyõri";"Gyõr";"5";"Dunaszeg";981;729;268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunasziget";9226;NA;"10454";"község";"Gyõr-Moson-Sopron";"089 0";"Mosonmagyaróvári";"Mosonmagyaróvár";"6";"Rajka";3589;1653;638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunatetétlen";6325;NA;"14766";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"5";"Harta";4319;491;255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dunaújváros";2400;NA;"03115";"megyei jogú város";"Fejér";"078 1";"Dunaújvárosi";"Dunaújváros";"1";"–";5267;44200;23042;NA;NA;NA;"1";"1";NA;NA;"1";NA;"1";"1";NA;NA;NA
"Dunaújváros";2407;"Pálhalma";"03115";"megyei jogú város";"Fejér";"078 1";"Dunaújvárosi";"Dunaújváros";"1";"–";5267;44200;23042;NA;NA;NA;"1";"1";NA;NA;"1";NA;"1";"1";NA;NA;NA
"Dunavarsány";2336;NA;"20534";"város";"Pest";"136 0";"Szigetszentmiklósi";"Szigetszentmiklós";"2";"Helyben – Locally";2252;8341;3060;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dunavecse";6087;NA;"07612";"város";"Bács-Kiskun";"043 0";"Kunszentmiklósi";"Kunszentmiklós";"1";"–";6677;3806;1676;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Dusnok";6353;NA;"04109";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"1";"–";5747;2774;1255;NA;NA;NA;"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Dúzs";7224;NA;"19202";"község";"Tolna";"174 0";"Tamási";"Tamási";"6";"Szakály";1127;231;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ebergõc";9451;NA;"26347";"község";"Gyõr-Moson-Sopron";"091 0";"Soproni";"Sopron";"6";"Sopronkövesd";502;175;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ebes";4211;NA;"14614";"község";"Hajdú-Bihar";"100 0";"Hajdúszoboszlói";"Hajdúszoboszló";"1";"–";7730;4497;1643;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Écs";9083;NA;"16708";"község";"Gyõr-Moson-Sopron";"090 0";"Pannonhalmi";"Pannonhalma";"2";"Helyben – Locally";1985;2113;764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecséd";3013;NA;"17181";"község";"Heves";"107 0";"Hatvani";"Hatvan";"1";"–";4160;3053;1432;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Ecseg";3053;NA;"04251";"község";"Nógrád";"118 0";"Pásztói";"Pásztó";"2";"Helyben – Locally";2410;1165;515;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Ecsegfalva";5515;NA;"09432";"község";"Békés";"047 0";"Gyomaendrõdi";"Gyomaendrõd";"6";"Dévaványa";7899;1164;557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecseny";7457;NA;"10861";"község";"Somogy";"143 0";"Kaposvári";"Kaposvár";"6";"Mernye";1292;193;160;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Ecser";2233;NA;"24518";"nagyközség";"Pest";"139 0";"Vecsési";"Vecsés";"1";"–";1310;3960;1597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA
"Edde";7443;NA;"03489";"község";"Somogy";"143 0";"Kaposvári";"Kaposvár";"6";"Somogyjád";851;181;79;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Edelény";3780;NA;"10728";"város";"Borsod-Abaúj-Zemplén";"055 1";"Edelényi";"Edelény";"2";"Helyben – Locally";5682;9358;3525;NA;NA;NA;NA;"1";NA;NA;"1";NA;"1";NA;NA;NA;NA
"Edelény";3783;"Finke";"10728";"város";"Borsod-Abaúj-Zemplén";"055 1";"Edelényi";"Edelény";"2";"Helyben – Locally";5682;9358;3525;NA;NA;NA;NA;"1";NA;NA;"1";NA;"1";NA;NA;NA;NA
"Edve";9343;NA;"22442";"község";"Gyõr-Moson-Sopron";"088 0";"Kapuvári";"Kapuvár";"6";"Beled";505;84;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Eger";3300;NA;"20491";"megyeszékhely, megyei jogú város";"Heves";"104 1";"Egri";"Eger";"1";"–";9221;52898;26574;NA;NA;"1";NA;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA
"Egerág";7763;NA;"28918";"község";"Baranya";"028 0";"Pécsi";"Pécs";"6";"Kozármisleny";1301;892;340;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egeralja";8497;NA;"33871";"község";"Veszprém";"186 0";"Devecseri";"Devecser";"6";"Csögle";894;219;114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egeraracsa";8765;NA;"24262";"község";"Zala";"193 0";"Keszthelyi";"Keszthely";"6";"Zalaapáti";703;289;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egerbakta";3321;NA;"12821";"község";"Heves";"104 0";"Egri";"Eger";"2";"Helyben – Locally";3237;1419;533;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Egerbocs";3337;NA;"26019";"község";"Heves";"104 0";"Egri";"Eger";"6";"Egercsehi";1595;529;273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egercsehi";3341;NA;"16610";"község";"Heves";"104 0";"Egri";"Eger";"2";"Helyben – Locally";1039;1235;635;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Egerfarmos";3379;NA;"02981";"község";"Heves";"105 0";"Füzesabonyi";"Füzesabony";"5";"Mezõtárkány";2380;708;334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egerlövõ";3461;NA;"05865";"község";"Borsod-Abaúj-Zemplén";"060 0";"Mezõkövesdi";"Mezõkövesd";"6";"Mezõkövesd";1978;489;275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egerszalók";3394;NA;"24758";"község";"Heves";"104 0";"Egri";"Eger";"2";"Helyben – Locally";2311;2050;809;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Egerszólát";3328;NA;"13648";"község";"Heves";"104 0";"Egri";"Eger";"6";"Egerszalók";2610;1039;444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Égerszög";3757;NA;"13356";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Perkupa";1077;54;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egervár";8913;NA;"33428";"község";"Zala";"197 0";"Zalaegerszegi";"Zalaegerszeg";"2";"Helyben – Locally";1028;1009;388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Egervölgy";9684;NA;"28796";"község";"Vas";"182 0";"Vasvári";"Vasvár";"6";"Kám";886;338;227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
